,email,result,details
38,glendalee-p.school@det.nsw.edu.au,The email address glendalee-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT010.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:26:52 +0000
HELO ip-adress.com
250 SY4AUS01FT010.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glendalee-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
39,glendennin-p.school@det.nsw.edu.au,The email address glendennin-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT022.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:27:01 +0000
HELO ip-adress.com
250 ME3AUS01FT022.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glendennin-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
40,glendorepspandc@gmail.com,The email address glendorepspandc@gmail.com is valid,"MX records:
gmail-smtp-in.l.google.com (5)
alt1.gmail-smtp-in.l.google.com (10)
alt2.gmail-smtp-in.l.google.com (20)
alt3.gmail-smtp-in.l.google.com (30)
alt4.gmail-smtp-in.l.google.com (40)

connected to gmail-smtp-in.l.google.com

dialog with gmail-smtp-in.l.google.com ok

220 mx.google.com ESMTP j3si28752374wmi.64 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK j3si28752374wmi.64 - gsmtp
RCPT TO: <glendorepspandc@gmail.com>
250 2.1.5 OK j3si28752374wmi.64 - gsmtp
QUIT
221 2.0.0 closing connection j3si28752374wmi.64 - gsmtp"
41,glenfldpk-s.school@det.nsw.edu.au,The email address glenfldpk-s.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT020.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:27:17 +0000
HELO ip-adress.com
250 SY4AUS01FT020.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glenfldpk-s.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
42,glenmorepk-h.school@det.nsw.edu.au,The email address glenmorepk-h.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT006.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:27:26 +0000
HELO ip-adress.com
250 SY4AUS01FT006.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glenmorepk-h.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
43,glenoriepandc@gmail.com,The email address glenoriepandc@gmail.com is valid,"MX records:
gmail-smtp-in.l.google.com (5)
alt1.gmail-smtp-in.l.google.com (10)
alt2.gmail-smtp-in.l.google.com (20)
alt3.gmail-smtp-in.l.google.com (30)
alt4.gmail-smtp-in.l.google.com (40)

connected to gmail-smtp-in.l.google.com

dialog with gmail-smtp-in.l.google.com ok

220 mx.google.com ESMTP p19si12733094oto.345 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK p19si12733094oto.345 - gsmtp
RCPT TO: <glenoriepandc@gmail.com>
250 2.1.5 OK p19si12733094oto.345 - gsmtp
QUIT
221 2.0.0 closing connection p19si12733094oto.345 - gsmtp"
44,glenreagh-p.school@det.nsw.edu.au,The email address glenreagh-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT003.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:27:43 +0000
HELO ip-adress.com
250 SY4AUS01FT003.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glenreagh-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
45,glenroihts-p.school@det.nsw.edu.au,The email address glenroihts-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT022.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:27:53 +0000
HELO ip-adress.com
250 SY4AUS01FT022.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glenroihts-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
46,glenroy-p-school@det.nsw.edu.au,The email address glenroy-p-school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT008.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:28:03 +0000
HELO ip-adress.com
250 SY4AUS01FT008.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glenroy-p-school@det.nsw.edu.au>
550 5.4.1 Recipient address rejected: Access denied. AS(201806281) [SY4AUS01FT008.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
47,glenvale-s.school@det.nsw.edu.au,The email address glenvale-s.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT015.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:28:11 +0000
HELO ip-adress.com
250 SY4AUS01FT015.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glenvale-s.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT015.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
48,glenwood-h.school@det.nsw.edu.au,The email address glenwood-h.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT007.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:28:20 +0000
HELO ip-adress.com
250 ME3AUS01FT007.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <glenwood-h.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT007.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
49,amy.oneil@gc.k12.va.us,The email address amy.oneil@gc.k12.va.us is valid,"MX records:
gc.k12.va.us.snwlhosted.com (10)

connected to gc.k12.va.us.snwlhosted.com

dialog with gc.k12.va.us.snwlhosted.com ok

220 sjl0vm-hesra13.colo.sonicwall.com ESMTP snwlhosted.com
HELO ip-adress.com
250 usprodsharedou.com.snwlhosted.com
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 MAIL RBPS
RCPT TO: <amy.oneil@gc.k12.va.us>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 usprodsharedou.com.snwlhosted.com says goodbye; final session=202110250628290648997"
50,info@gscchinchinbrook.catholic.edu.au,The email address info@gscchinchinbrook.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx3.googlemail.com (30)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP f8si26560200otu.108 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK f8si26560200otu.108 - gsmtp
RCPT TO: <info@gscchinchinbrook.catholic.edu.au>
250 2.1.5 OK f8si26560200otu.108 - gsmtp
QUIT
221 2.0.0 closing connection f8si26560200otu.108 - gsmtp"
51,info@gsfmdow.catholic.edu.au,The email address info@gsfmdow.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx5.googlemail.com (30)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP 187si7875149wmc.1 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK 187si7875149wmc.1 - gsmtp
RCPT TO: <info@gsfmdow.catholic.edu.au>
250 2.1.5 OK 187si7875149wmc.1 - gsmtp
QUIT
221 2.0.0 closing connection 187si7875149wmc.1 - gsmtp"
52,info@gshoxtonpark.catholic.edu.au,The email address info@gshoxtonpark.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx2.googlemail.com (30)
aspmx4.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP o11si18022754wry.89 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK o11si18022754wry.89 - gsmtp
RCPT TO: <info@gshoxtonpark.catholic.edu.au>
250 2.1.5 OK o11si18022754wry.89 - gsmtp
QUIT
221 2.0.0 closing connection o11si18022754wry.89 - gsmtp"
53,goodshepherd@parra.catholic.edu.au,The email address goodshepherd@parra.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
alt4.aspmx.l.google.com (30)
alt3.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP y8si11909026wru.396 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK y8si11909026wru.396 - gsmtp
RCPT TO: <goodshepherd@parra.catholic.edu.au>
250 2.1.5 OK y8si11909026wru.396 - gsmtp
QUIT
221 2.0.0 closing connection y8si11909026wru.396 - gsmtp"
54,goodooga-c.school@det.nsw.edu.au,The email address goodooga-c.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT006.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:29:10 +0000
HELO ip-adress.com
250 SY4AUS01FT006.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <goodooga-c.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT006.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
55,mcc@det.nsw.edu.au,The email address mcc@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT006.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:29:18 +0000
HELO ip-adress.com
250 ME3AUS01FT006.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <mcc@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
56,goolmangar-p.school@det.nsw.edu.au,The email address goolmangar-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT021.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:29:27 +0000
HELO ip-adress.com
250 SY4AUS01FT021.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <goolmangar-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
57,gooloogong-p.school@det.nsw.edu.au,The email address gooloogong-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT015.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:29:37 +0000
HELO ip-adress.com
250 SY4AUS01FT015.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <gooloogong-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
58,gordonwest-p.school@det.nsw.edu.au,The email address gordonwest-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT014.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:29:47 +0000
HELO ip-adress.com
250 SY4AUS01FT014.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <gordonwest-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
59,gorokan-h.school@det.nsw.edu.au,The email address gorokan-h.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT017.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:29:57 +0000
HELO ip-adress.com
250 ME3AUS01FT017.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <gorokan-h.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
60,gosford-h.school@det.nsw.edu.au,The email address gosford-h.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT024.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:30:06 +0000
HELO ip-adress.com
250 SY4AUS01FT024.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <gosford-h.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
61,gosford-p.school@det.nsw.edu.au,The email address gosford-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT012.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:30:15 +0000
HELO ip-adress.com
250 SY4AUS01FT012.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <gosford-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
62,goulburn-h.school@det.nsw.edu.au,The email address goulburn-h.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT010.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:30:24 +0000
HELO ip-adress.com
250 SY4AUS01FT010.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <goulburn-h.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
63,goulburnn-p.school@det.nsw.edu.au,The email address goulburnn-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT003.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:30:34 +0000
HELO ip-adress.com
250 SY4AUS01FT003.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <goulburnn-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
64,goulburns-p.school@det.nsw.edu.au,The email address goulburns-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT008.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:30:42 +0000
HELO ip-adress.com
250 ME3AUS01FT008.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <goulburns-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
65,goulburnw-p.school@det.nsw.edu.au,The email address goulburnw-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT014.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 06:30:52 +0000
HELO ip-adress.com
250 SY4AUS01FT014.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <goulburnw-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
